task_key,house_index,target_synset,success,episode_length,expert_length,broad_target_ids_json,broad_target_count,candidate_asset_bbox_count,physical_size_volume,physical_size_max_side,physical_size_status,failure_termination_type,initial_target_distance,max_nav_visible_pixels,has_agent_been_in_room,raw_source_status
ObjectNavType/val/012507/raw_navigation_camera__0.mp4,12507,alarm_clock.n.01,True,50,44,"[""AlarmClock|5|33"", ""AlarmClock|6|50""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014945/raw_navigation_camera__0.mp4,14945,atomizer.n.01,True,13,18,"[""SprayBottle|2|14""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014446/raw_navigation_camera__0.mp4,14446,atomizer.n.01,True,9,14,"[""SprayBottle|7|38""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011865/raw_navigation_camera__0.mp4,11865,vase.n.01,True,21,67,"[""Vase|4|9"", ""Vase|8|56""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012350/raw_navigation_camera__0.mp4,12350,laptop.n.01,True,21,33,"[""Laptop|4|11"", ""Laptop|9|62""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013980/raw_navigation_camera__0.mp4,13980,bed.n.01,True,22,28,"[""Bed|6|1"", ""double-pillow|4|1|0""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013634/raw_navigation_camera__0.mp4,13634,vase.n.01,True,12,19,"[""Vase|2|10""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014330/raw_navigation_camera__0.mp4,14330,sofa.n.01,True,25,32,"[""Sofa|3|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013886/raw_navigation_camera__0.mp4,13886,bed.n.01,True,8,15,"[""Bed|4|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013415/raw_navigation_camera__0.mp4,13415,television_receiver.n.01,True,69,59,"[""8|4"", ""9|1""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/009839/raw_navigation_camera__0.mp4,9839,mug.n.04,True,23,32,"[""ObjaMug|6|4""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012793/raw_navigation_camera__0.mp4,12793,alarm_clock.n.01,True,75,74,"[""AlarmClock|4|6""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013027/raw_navigation_camera__0.mp4,13027,straight_chair.n.01,True,19,25,"[""chair-diningtable|6|3|1"", ""chair-diningtable|7|0|1"", ""desk-with-chair|4|3|1""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/008027/raw_navigation_camera__0.mp4,8027,basketball.n.02,True,7,16,"[""ObjaBasketball|2|3""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012785/raw_navigation_camera__0.mp4,12785,straight_chair.n.01,True,7,19,"[""chair-diningtable-2|4|5|1"", ""chair-diningtable-2|4|5|2"", ""chair-diningtable-2|8|3|1"", ""chair-diningtable-2|8|3|2""]",4,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013639/raw_navigation_camera__0.mp4,13639,sofa.n.01,True,45,58,"[""Sofa|7|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014592/raw_navigation_camera__0.mp4,14592,television_receiver.n.01,True,32,40,"[""4|5"", ""television-sofa|3|0|2"", ""television|7|5|1"", ""television|8|2|1""]",4,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014643/raw_navigation_camera__0.mp4,14643,straight_chair.n.01,True,23,27,"[""chair-diningtable-2|6|4|1"", ""chair-diningtable-2|6|4|2"", ""chair-diningtable-3|4|3|1"", ""chair-diningtable-3|4|3|2"", ""chair-diningtable-3|4|3|3""]",5,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013489/raw_navigation_camera__0.mp4,13489,basketball.n.02,True,22,37,"[""ObjaBasketball|4|4""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011881/raw_navigation_camera__0.mp4,11881,apple.n.01,True,26,30,"[""Apple|2|8""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013819/raw_navigation_camera__0.mp4,13819,ashcan.n.01,True,40,49,"[""GarbageCan|4|2"", ""ObjaTrashCan|5|1""]",2,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014397/raw_navigation_camera__0.mp4,14397,apple.n.01,True,296,103,"[""Apple|2|22""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013449/raw_navigation_camera__0.mp4,13449,houseplant.n.01,True,9,17,"[""HousePlant|2|47"", ""HousePlant|6|20""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011535/raw_navigation_camera__0.mp4,11535,atomizer.n.01,True,37,61,"[""SprayBottle|5|18"", ""SprayBottle|8|44""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013668/raw_navigation_camera__0.mp4,13668,sofa.n.01,True,22,37,"[""Sofa|2|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014947/raw_navigation_camera__0.mp4,14947,laptop.n.01,True,34,46,"[""Laptop|9|46"", ""ObjaLaptop|4|0""]",2,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013426/raw_navigation_camera__0.mp4,13426,apple.n.01,True,397,83,"[""Apple|2|16""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013391/raw_navigation_camera__0.mp4,13391,laptop.n.01,True,1,26,"[""Laptop|3|24""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012370/raw_navigation_camera__0.mp4,12370,laptop.n.01,True,10,17,"[""Laptop|4|9"", ""Laptop|6|32""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013923/raw_navigation_camera__0.mp4,13923,television_receiver.n.01,True,40,49,"[""4|6"", ""7|6"", ""television|3|2|1""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013169/raw_navigation_camera__0.mp4,13169,bowl.n.03,True,27,32,"[""Bowl|2|5""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013226/raw_navigation_camera__0.mp4,13226,vase.n.01,True,14,18,"[""ObjaVase|2|3""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013911/raw_navigation_camera__0.mp4,13911,sofa.n.01,True,22,29,"[""Sofa|3|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012273/raw_navigation_camera__0.mp4,12273,sofa.n.01,True,6,17,"[""Sofa|7|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014457/raw_navigation_camera__0.mp4,14457,vase.n.01,False,600,119,"[""Vase|4|8"", ""Vase|6|22""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013276/raw_navigation_camera__0.mp4,13276,ashcan.n.01,True,84,28,"[""GarbageCan|6|2"", ""ObjaTrashCan|5|0""]",2,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013731/raw_navigation_camera__0.mp4,13731,apple.n.01,True,30,30,"[""Apple|2|9""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014122/raw_navigation_camera__0.mp4,14122,toilet.n.02,True,39,53,"[""Toilet|5|3""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014044/raw_navigation_camera__0.mp4,14044,ashcan.n.01,True,73,69,"[""ObjaGarbageCan|3|2""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014416/raw_navigation_camera__0.mp4,14416,bowl.n.03,True,19,25,"[""Bowl|2|7""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014243/raw_navigation_camera__0.mp4,14243,apple.n.01,True,86,81,"[""Apple|2|6""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012454/raw_navigation_camera__0.mp4,12454,laptop.n.01,True,20,26,"[""Laptop|2|22"", ""Laptop|7|13""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014510/raw_navigation_camera__0.mp4,14510,laptop.n.01,True,15,23,"[""ObjaLaptop|3|12""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/001852/raw_navigation_camera__0.mp4,1852,mug.n.04,False,187,74,"[""ObjaMug|4|0""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012231/raw_navigation_camera__0.mp4,12231,bowl.n.03,True,60,51,"[""Bowl|4|15"", ""Bowl|6|30""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013818/raw_navigation_camera__0.mp4,13818,ashcan.n.01,True,48,55,"[""ObjaTrashCan|3|3""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014286/raw_navigation_camera__0.mp4,14286,ashcan.n.01,False,197,138,"[""GarbageCan|7|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014684/raw_navigation_camera__0.mp4,14684,apple.n.01,True,18,22,"[""Apple|8|42""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/008786/raw_navigation_camera__0.mp4,8786,basketball.n.02,False,600,141,"[""ObjaBasketball|6|17""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013687/raw_navigation_camera__0.mp4,13687,houseplant.n.01,True,6,15,"[""HousePlant|2|14""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012375/raw_navigation_camera__0.mp4,12375,bowl.n.03,True,4,23,"[""Bowl|2|9""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012592/raw_navigation_camera__0.mp4,12592,bed.n.01,True,34,47,"[""double-pillow|2|1|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013298/raw_navigation_camera__0.mp4,13298,mug.n.04,True,21,39,"[""ObjaMug|2|1""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014840/raw_navigation_camera__0.mp4,14840,toilet.n.02,True,33,42,"[""Toilet|2|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014988/raw_navigation_camera__0.mp4,14988,apple.n.01,True,75,63,"[""Apple|6|7""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014932/raw_navigation_camera__0.mp4,14932,bowl.n.03,True,93,109,"[""Bowl|3|20""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012445/raw_navigation_camera__0.mp4,12445,laptop.n.01,True,256,45,"[""Laptop|6|27""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014034/raw_navigation_camera__0.mp4,14034,houseplant.n.01,True,7,16,"[""HousePlant|3|17"", ""HousePlant|8|58"", ""floor-house-plant|7|2|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012606/raw_navigation_camera__0.mp4,12606,atomizer.n.01,True,9,17,"[""SprayBottle|2|3""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013205/raw_navigation_camera__0.mp4,13205,television_receiver.n.01,True,21,29,"[""4|5"", ""6|6"", ""7|6"", ""television|3|2|1""]",4,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014129/raw_navigation_camera__0.mp4,14129,straight_chair.n.01,True,31,36,"[""chair-diningtable|4|2|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/006954/raw_navigation_camera__0.mp4,6954,mug.n.04,True,10,16,"[""ObjaMilkshake|6|16""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013464/raw_navigation_camera__0.mp4,13464,houseplant.n.01,True,77,114,"[""floor-house-plant|8|2|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013527/raw_navigation_camera__0.mp4,13527,houseplant.n.01,True,30,24,"[""HousePlant|3|19"", ""floor-house-plant|2|2|0""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014064/raw_navigation_camera__0.mp4,14064,houseplant.n.01,True,79,75,"[""HousePlant|3|30"", ""HousePlant|8|85"", ""floor-house-plant|7|4|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014811/raw_navigation_camera__0.mp4,14811,toilet.n.02,True,228,95,"[""Toilet|7|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014454/raw_navigation_camera__0.mp4,14454,bed.n.01,False,600,57,"[""Bed|4|2"", ""double-pillow|6|0|0""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014774/raw_navigation_camera__0.mp4,14774,bed.n.01,True,41,52,"[""double-pillow|4|0|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013265/raw_navigation_camera__0.mp4,13265,bowl.n.03,False,600,85,"[""Bowl|2|28""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011321/raw_navigation_camera__0.mp4,11321,apple.n.01,True,76,64,"[""Apple|2|24""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011295/raw_navigation_camera__0.mp4,11295,sofa.n.01,False,2,136,"[""Sofa|7|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014067/raw_navigation_camera__0.mp4,14067,television_receiver.n.01,True,224,231,"[""3|3"", ""6|7"", ""television-sofa|4|0|2""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013445/raw_navigation_camera__0.mp4,13445,toilet.n.02,True,19,27,"[""Toilet|2|2""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014854/raw_navigation_camera__0.mp4,14854,atomizer.n.01,True,27,41,"[""SprayBottle|5|13"", ""SprayBottle|8|49""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
